node_id,cluster,color_hex
26673101,1,#a13f82
27082148,1,#a13f82
27359464,1,#a13f82
27359815,1,#a13f82
27400188,1,#a13f82
27462346,1,#a13f82
27594373,1,#a13f82
29335572,1,#a13f82
29335597,1,#a13f82
29335612,1,#a13f82
29341398,1,#a13f82
29341399,1,#a13f82
29382868,1,#a13f82
29620781,1,#a13f82
30016605,-1,#CCCCCC
30016630,-1,#CCCCCC
30016728,1,#a13f82
30120102,1,#a13f82
30120107,-1,#CCCCCC
30216941,1,#a13f82
30429592,1,#a13f82
30429659,1,#a13f82
30429660,1,#a13f82
30429677,1,#a13f82
30578424,1,#a13f82
30969957,1,#a13f82
30983294,1,#a13f82
30983316,1,#a13f82
31208929,1,#a13f82
36753299,1,#a13f82
36759747,1,#a13f82
36759779,1,#a13f82
38315449,1,#a13f82
43710324,1,#a13f82
43710337,-1,#CCCCCC
43710714,1,#a13f82
43711027,1,#a13f82
43711028,1,#a13f82
43711031,1,#a13f82
43711061,-1,#CCCCCC
43711063,-1,#CCCCCC
43711350,1,#a13f82
43711375,1,#a13f82
43711381,1,#a13f82
43711385,1,#a13f82
43711685,-1,#CCCCCC
43711695,1,#a13f82
43711699,-1,#CCCCCC
43711962,1,#a13f82
43711967,-1,#CCCCCC
43712204,1,#a13f82
43712240,1,#a13f82
43712244,-1,#CCCCCC
43712245,-1,#CCCCCC
43712248,1,#a13f82
43712545,1,#a13f82
43712546,-1,#CCCCCC
43712752,1,#a13f82
43712768,-1,#CCCCCC
43713001,1,#a13f82
43713510,1,#a13f82
43713533,1,#a13f82
43713541,-1,#CCCCCC
43713847,1,#a13f82
43714156,1,#a13f82
43714166,-1,#CCCCCC
43714422,1,#a13f82
43714427,1,#a13f82
43714432,1,#a13f82
43714435,1,#a13f82
43714758,1,#a13f82
43714770,-1,#CCCCCC
43714773,1,#a13f82
43715023,1,#a13f82
43715047,1,#a13f82
43715061,-1,#CCCCCC
43715265,-1,#CCCCCC
43715275,-1,#CCCCCC
43715569,1,#a13f82
43715574,-1,#CCCCCC
43715873,1,#a13f82
43715874,1,#a13f82
43716161,1,#a13f82
43716669,1,#a13f82
43716688,1,#a13f82
43716700,1,#a13f82
43716719,-1,#CCCCCC
43717374,1,#a13f82
43717376,1,#a13f82
